start,id_colums,intercontact,SpatialLoc
2004-08-19 12:00:00,"4,17",0.310648148148148,2
2004-08-19 12:00:00,"4,59",0.0,0
2004-08-19 12:00:00,"4,87",0.0,0
2004-08-19 12:00:00,"4,89",0.0,0
2004-08-19 12:00:00,"5,6",0.0,0
2004-08-19 12:00:00,"5,7",0.0,0
2004-08-19 12:00:00,"5,8",0.0,0
2004-08-19 12:00:00,"5,10",0.0,0
2004-08-19 12:00:00,"5,17",0.0,0
2004-08-19 12:00:00,"5,18",0.0,0
2004-08-19 12:00:00,"5,59",0.0,0
2004-08-19 12:00:00,"5,87",0.0,0
2004-08-19 12:00:00,"5,89",0.0,0
2004-08-19 12:00:00,"6,7",0.0,0
2004-08-19 12:00:00,"6,8",0.0,0
2004-08-19 12:00:00,"6,10",0.0,0
2004-08-19 12:00:00,"6,17",0.0,0
2004-08-19 12:00:00,"6,18",0.0,0
2004-08-19 12:00:00,"6,59",0.0,0
2004-08-19 12:00:00,"6,87",0.0,0
2004-08-19 12:00:00,"6,89",0.0,0
2004-08-19 12:00:00,"7,8",0.0,0
2004-08-19 12:00:00,"7,10",0.0,0
2004-08-19 12:00:00,"7,17",0.0,0
2004-08-19 12:00:00,"7,18",0.0,0
2004-08-19 12:00:00,"7,59",0.0,0
2004-08-19 12:00:00,"7,87",0.0,0
2004-08-19 12:00:00,"7,89",0.0,0
2004-08-19 12:00:00,"8,10",0.1064215686274509,2
2004-08-19 12:00:00,"8,17",0.0,0
2004-08-19 12:00:00,"8,18",0.1899999999999999,2
2004-08-19 12:00:00,"8,59",0.0,0
2004-08-19 12:00:00,"8,87",0.0,0
2004-08-19 12:00:00,"8,89",0.0,0
2004-08-19 12:00:00,"10,17",0.0,0
2004-08-19 12:00:00,"10,18",0.0,0
2004-08-19 12:00:00,"10,59",0.0,0
2004-08-19 12:00:00,"10,87",0.0,0
2004-08-19 12:00:00,"10,89",0.0,0
2004-08-19 12:00:00,"17,18",0.74,2
2004-08-19 12:00:00,"17,59",0.0,0
2004-08-19 12:00:00,"17,87",0.0,0
2004-08-19 12:00:00,"17,89",0.0,0
2004-08-19 12:00:00,"18,59",0.0,0
2004-08-19 12:00:00,"18,87",0.0,0
2004-08-19 12:00:00,"18,89",0.0,0
2004-08-19 12:00:00,"59,87",0.0,0
2004-08-19 12:00:00,"59,89",0.0,0
2004-08-19 12:00:00,"87,89",0.0,0



2004-07-19 12:00:00,"1,3",0.0,2
2004-07-19 12:00:00,"4,7",0.0005555555555555,2
2004-07-20 06:00:00,"4,5",1.662222222222222,2
2004-07-20 06:00:00,"4,7",1.8952777777777776,2
2004-07-20 06:00:00,"5,7",0.2304545454545454,2
2004-07-20 12:00:00,"4,5",0.1397222222222222,2
2004-07-20 12:00:00,"4,7",0.1914285714285714,2
2004-07-20 12:00:00,"5,7",0.2575925925925925,2
2004-07-21 00:00:00,"5,7",0.1159722222222221,2
2004-07-21 06:00:00,"4,5",0.227063492063492,2
2004-07-21 06:00:00,"4,7",0.0381666666666666,2
2004-07-21 06:00:00,"5,7",0.1770760233918128,2
2004-07-21 12:00:00,"1,4",1.5704166666666668,2
2004-07-22 00:00:00,"1,7",0.1663888888888889,2
2004-07-22 06:00:00,"1,4",0.1892129629629629,2
2004-07-22 06:00:00,"1,5",0.421712962962963,2
2004-07-22 06:00:00,"1,7",0.3511666666666667,2
2004-07-22 06:00:00,"4,5",0.1932142857142857,2
2004-07-22 06:00:00,"4,7",0.1316444444444444,2
2004-07-22 06:00:00,"5,7",0.1694841269841269,2
2004-07-22 12:00:00,"1,4",0.2728703703703703,2
2004-07-22 12:00:00,"1,7",0.1987499999999999,2
2004-07-22 12:00:00,"4,5",0.0,2
2004-07-22 12:00:00,"4,7",0.3104761904761904,2
2004-07-22 12:00:00,"5,7",0.1766666666666666,2
2004-07-23 00:00:00,"1,7",2.772222222222222,4
2004-07-23 06:00:00,"1,4",0.0,2
2004-07-23 06:00:00,"1,7",0.1990096618357488,2
2004-07-23 06:00:00,"4,7",0.8288888888888891,2
2004-07-23 12:00:00,"1,4",0.0,2
2004-07-23 12:00:00,"1,7",0.0844444444444444,2
2004-07-23 12:00:00,"4,7",0.0,2
2004-07-26 06:00:00,"1,7",0.2609259259259259,2
2004-07-26 06:00:00,"3,8",0.0,2
2004-07-26 06:00:00,"6,8",1.1416666666666666,2
2004-07-26 12:00:00,"0,6",0.0,2
2004-07-26 12:00:00,"1,7",0.1217222222222221,2
2004-07-26 12:00:00,"1,8",0.0852777777777777,2
2004-07-26 12:00:00,"7,8",0.0457539682539682,2
2004-07-26 18:00:00,"1,4",0.0,2
2004-07-27 06:00:00,"1,4",0.4427777777777777,2
2004-07-27 06:00:00,"1,7",0.5257222222222222,2
2004-07-27 06:00:00,"1,8",0.313611111111111,2
2004-07-27 06:00:00,"4,7",0.0544444444444444,2
2004-07-27 06:00:00,"4,8",0.1572222222222221,2
2004-07-27 06:00:00,"7,8",0.1704074074074074,2
2004-07-27 12:00:00,"1,4",0.1278703703703703,2
2004-07-27 12:00:00,"1,7",0.2255555555555555,2
2004-07-27 12:00:00,"1,8",0.2201515151515151,2
2004-07-27 12:00:00,"4,7",0.0,2
2004-07-27 12:00:00,"4,8",0.1733333333333332,2
2004-07-27 12:00:00,"7,8",0.060432098765432,2
2004-07-28 00:00:00,"1,8",0.0,2
2004-07-28 06:00:00,"1,7",0.4211111111111111,2
2004-07-28 06:00:00,"4,7",0.1183333333333333,2
2004-07-28 12:00:00,"1,7",0.0,2
2004-07-28 12:00:00,"4,7",0.0,2
2004-07-29 06:00:00,"1,7",0.0,2
2004-07-29 12:00:00,"1,4",0.0,2
2004-07-29 12:00:00,"1,7",0.1044444444444444,2
2004-07-30 06:00:00,"0,6",0.0,2
2004-07-30 06:00:00,"1,7",0.7266666666666667,2
2004-08-01 06:00:00,"0,7",0.080798611111111,2
2004-08-02 06:00:00,"0,4",0.1116481481481481,2
2004-08-02 06:00:00,"0,7",0.0919658119658119,2
2004-08-02 06:00:00,"4,7",0.0969444444444443,2
2004-08-02 06:00:00,"5,6",0.0,2
2004-08-02 12:00:00,"0,4",0.8581666666666667,2
2004-08-02 12:00:00,"0,7",0.0984259259259258,2
2004-08-02 18:00:00,"0,4",0.0551587301587301,4
2004-08-04 06:00:00,"0,4",0.2734999999999999,2
2004-08-04 06:00:00,"0,7",0.0094444444444444,2
2004-08-04 12:00:00,"0,4",0.160361111111111,2
2004-08-04 12:00:00,"0,7",0.2760069444444444,2
2004-08-04 12:00:00,"4,7",0.8187777777777777,4
2004-08-08 18:00:00,"0,4",0.0,2
2004-08-09 00:00:00,"0,1",0.1167777777777777,2
2004-08-09 06:00:00,"0,1",0.3354761904761904,2
2004-08-09 06:00:00,"0,4",0.246765873015873,2
2004-08-09 06:00:00,"1,4",0.1532407407407407,2
2004-08-09 12:00:00,"0,1",0.3597222222222221,2
2004-08-09 12:00:00,"0,4",0.2772916666666666,2
2004-08-09 12:00:00,"0,59",0.0,2
2004-08-09 12:00:00,"1,4",0.2952777777777778,2
2004-08-09 12:00:00,"1,59",0.0,2
2004-08-09 12:00:00,"4,59",0.0,2
2004-08-09 12:00:00,"59,87",0.0,2
2004-08-10 00:00:00,"0,1",0.0333333333333332,2
2004-08-10 00:00:00,"0,59",0.0,2
2004-08-10 00:00:00,"8,59",0.0180555555555555,2
2004-08-10 06:00:00,"0,1",0.1643055555555555,2
2004-08-10 06:00:00,"0,17",0.1445061728395061,2
2004-08-10 06:00:00,"0,4",0.1060416666666666,2
2004-08-10 06:00:00,"0,59",0.0,2
2004-08-10 06:00:00,"0,8",0.0708854166666666,2
2004-08-10 06:00:00,"1,4",0.2939141414141413,2
2004-08-10 06:00:00,"1,59",0.0,2
2004-08-10 06:00:00,"1,8",0.2439880952380952,2
2004-08-10 06:00:00,"4,17",0.0344444444444444,2
2004-08-10 06:00:00,"4,8",0.1424879227053139,2
2004-08-10 06:00:00,"8,17",0.0664814814814814,2
2004-08-10 12:00:00,"0,1",0.1234259259259259,2
2004-08-10 12:00:00,"0,17",0.1104513888888888,2
2004-08-10 12:00:00,"0,4",0.098611111111111,2
2004-08-10 12:00:00,"0,8",0.2431944444444443,2
2004-08-10 12:00:00,"1,17",0.0022222222222222,2
2004-08-10 12:00:00,"1,4",0.4680555555555555,2
2004-08-10 12:00:00,"1,8",0.1693055555555555,2
2004-08-10 12:00:00,"4,8",0.555,2
2004-08-10 12:00:00,"8,17",0.0177777777777777,2
2004-08-11 00:00:00,"0,1",0.0197916666666666,2
2004-08-11 06:00:00,"0,1",0.2524845679012346,2
2004-08-11 06:00:00,"0,17",0.0,2
2004-08-11 06:00:00,"0,4",0.1436111111111111,2
2004-08-11 06:00:00,"0,8",0.1909722222222222,2
2004-08-11 06:00:00,"1,17",0.0,2
2004-08-11 06:00:00,"1,4",0.1988492063492062,2
2004-08-11 06:00:00,"1,8",0.4168055555555556,2
2004-08-11 06:00:00,"4,8",0.1885339506172839,2
2004-08-11 06:00:00,"8,17",0.0,2
2004-08-11 12:00:00,"0,4",0.4555277777777776,2
2004-08-11 12:00:00,"0,8",0.0472222222222222,2
2004-08-11 12:00:00,"4,8",0.4397777777777777,2
2004-08-12 06:00:00,"0,1",0.2472222222222222,2
2004-08-12 06:00:00,"0,4",0.2975277777777777,2
2004-08-12 06:00:00,"0,8",0.0536111111111111,2
2004-08-12 06:00:00,"1,17",0.0,2
2004-08-12 06:00:00,"1,4",0.1903125,2
2004-08-12 06:00:00,"1,8",0.3847222222222222,2
2004-08-12 06:00:00,"4,8",0.168148148148148,2
2004-08-12 12:00:00,"0,4",0.0756045751633986,2
2004-08-12 12:00:00,"0,8",0.1119598765432098,2
2004-08-12 12:00:00,"4,8",0.1218567251461987,2
2004-08-12 12:00:00,"8,17",0.0,2
2004-08-12 18:00:00,"1,8",0.0552777777777777,2
2004-08-13 00:00:00,"0,4",0.0063888888888888,2
2004-08-13 00:00:00,"0,8",0.0899206349206348,2
2004-08-13 00:00:00,"4,8",0.2552777777777776,2
2004-08-13 06:00:00,"0,1",0.247051282051282,2
2004-08-13 06:00:00,"0,17",0.2174444444444444,2
2004-08-13 06:00:00,"0,4",0.4124722222222221,2
2004-08-13 06:00:00,"0,59",0.1589999999999999,2
2004-08-13 06:00:00,"0,8",0.2790740740740741,2
2004-08-13 06:00:00,"1,17",0.157111111111111,2
2004-08-13 06:00:00,"1,4",0.0,2
2004-08-13 06:00:00,"1,59",0.1444444444444444,2
2004-08-13 06:00:00,"1,8",0.3259444444444444,2
2004-08-13 06:00:00,"4,17",0.0,2
2004-08-13 06:00:00,"4,59",0.225,2
2004-08-13 06:00:00,"4,8",0.1902777777777777,2
2004-08-13 06:00:00,"8,59",0.2791666666666667,2
2004-08-13 12:00:00,"0,1",0.3763888888888889,4
2004-08-13 12:00:00,"0,17",0.0822474747474747,2
2004-08-13 12:00:00,"0,4",0.095216049382716,2
2004-08-13 12:00:00,"0,59",0.2846296296296296,2
2004-08-13 12:00:00,"0,8",0.1503148148148147,2
2004-08-13 12:00:00,"1,17",0.1607070707070706,2
2004-08-13 12:00:00,"1,2",0.3613888888888888,2
2004-08-13 12:00:00,"1,4",1.1779629629629629,2
2004-08-13 12:00:00,"1,59",0.0199999999999999,2
2004-08-13 12:00:00,"1,8",0.2708796296296296,2
2004-08-13 12:00:00,"17,59",0.1863888888888888,2
2004-08-13 12:00:00,"2,59",0.0,2
2004-08-13 12:00:00,"4,17",0.0591161616161615,2
2004-08-13 12:00:00,"4,8",0.1822222222222222,2
2004-08-13 12:00:00,"8,17",0.3476068376068376,4
2004-08-13 12:00:00,"8,59",0.0422222222222222,2
2004-08-13 18:00:00,"2,17",0.0,2
2004-08-13 18:00:00,"2,59",0.0,2
2004-08-14 00:00:00,"2,17",0.0,2
2004-08-14 06:00:00,"0,2",0.178923611111111,2
2004-08-14 06:00:00,"0,59",0.1343650793650793,2
2004-08-14 06:00:00,"1,2",0.2019444444444444,2
2004-08-14 06:00:00,"1,4",0.1912499999999999,2
2004-08-14 06:00:00,"2,4",0.1455555555555555,2
2004-08-14 06:00:00,"2,59",0.0,2
2004-08-14 12:00:00,"0,1",0.0261111111111111,2
2004-08-14 12:00:00,"0,4",0.0,2
2004-08-14 12:00:00,"1,2",0.1237037037037036,2
2004-08-14 12:00:00,"1,59",0.0,2
2004-08-14 12:00:00,"4,17",0.1002777777777777,2
2004-08-14 18:00:00,"2,59",0.745,2
2004-08-14 18:00:00,"4,17",0.01,2
2004-08-15 06:00:00,"0,17",0.0,2
2004-08-15 06:00:00,"0,2",0.3993055555555556,2
2004-08-15 06:00:00,"0,59",0.3798611111111111,2
2004-08-15 06:00:00,"0,8",0.0,2
2004-08-15 06:00:00,"2,59",0.0,2
2004-08-15 06:00:00,"2,8",0.0547222222222222,2
2004-08-15 06:00:00,"8,17",0.0,2
2004-08-15 06:00:00,"8,59",0.039074074074074,2
2004-08-15 12:00:00,"0,17",0.0544444444444444,2
2004-08-15 12:00:00,"0,2",0.4642592592592592,2
2004-08-15 12:00:00,"1,59",0.3966666666666666,2
2004-08-15 12:00:00,"1,8",0.4396759259259259,2
2004-08-15 12:00:00,"2,59",0.3177222222222222,2
2004-08-15 12:00:00,"2,8",0.1613541666666666,2
2004-08-15 12:00:00,"8,17",0.0,2
2004-08-15 12:00:00,"8,59",0.1369771241830065,2
2004-08-15 18:00:00,"1,8",0.138923611111111,2
2004-08-15 18:00:00,"17,59",0.0,2
2004-08-15 18:00:00,"2,59",0.2774305555555555,2
2004-08-15 18:00:00,"8,59",0.0,2
2004-08-16 00:00:00,"0,2",0.1977777777777777,2
2004-08-16 00:00:00,"0,8",0.0,2
2004-08-16 00:00:00,"2,59",0.0,2
2004-08-16 06:00:00,"0,1",0.2190700483091787,2
2004-08-16 06:00:00,"0,2",0.210079365079365,2
2004-08-16 06:00:00,"0,59",0.3479444444444443,2
2004-08-16 06:00:00,"0,8",0.3959126984126984,2
2004-08-16 06:00:00,"1,2",0.3975694444444443,2
2004-08-16 06:00:00,"1,59",0.2583333333333333,2
2004-08-16 06:00:00,"1,8",0.442048611111111,2
2004-08-16 06:00:00,"2,17",0.0,2
2004-08-16 06:00:00,"2,59",0.5363888888888889,2
2004-08-16 06:00:00,"2,8",0.477824074074074,2
2004-08-16 06:00:00,"8,59",0.4263194444444443,2
2004-08-16 12:00:00,"0,1",0.7050000000000001,4
2004-08-16 12:00:00,"0,17",0.0703796296296296,4
2004-08-16 12:00:00,"0,2",0.2151967592592592,4
2004-08-16 12:00:00,"0,8",0.0568869731800765,2
2004-08-16 12:00:00,"0,89",0.0862373737373736,2
2004-08-16 12:00:00,"1,17",0.0611111111111111,4
2004-08-16 12:00:00,"17,89",0.0790895061728394,2
2004-08-16 12:00:00,"2,17",0.1167857142857142,4
2004-08-16 12:00:00,"2,8",0.050287356321839,2
2004-08-16 12:00:00,"2,89",0.0461921296296295,4
2004-08-16 12:00:00,"8,17",0.0804807692307691,2
2004-08-16 12:00:00,"8,89",0.0577638888888888,2
2004-08-16 18:00:00,"1,17",0.0,2
2004-08-16 18:00:00,"2,17",1.7161111111111111,2
2004-08-16 18:00:00,"2,89",4.229722222222223,2
2004-08-16 18:00:00,"8,17",0.0169444444444443,2
2004-08-17 00:00:00,"0,2",0.0297222222222221,2
2004-08-17 00:00:00,"2,17",0.0,2
2004-08-17 06:00:00,"0,1",0.0,2
2004-08-17 06:00:00,"0,2",2.3981944444444445,2
2004-08-17 06:00:00,"0,8",1.2515277777777778,2
2004-08-17 06:00:00,"0,89",0.0,2
2004-08-17 06:00:00,"1,2",0.1139957264957264,2
2004-08-17 06:00:00,"1,8",0.0,2
2004-08-17 06:00:00,"1,89",0.1261507936507936,2
2004-08-17 06:00:00,"2,8",0.0933333333333332,2
2004-08-17 06:00:00,"2,89",0.1766666666666666,2
2004-08-17 12:00:00,"0,1",0.3891666666666666,2
2004-08-17 12:00:00,"0,2",0.31825,2
2004-08-17 12:00:00,"0,8",0.1407638888888888,2
2004-08-17 12:00:00,"0,89",0.4081818181818181,2
2004-08-17 12:00:00,"1,2",0.1652623456790123,2
2004-08-17 12:00:00,"1,59",0.0,2
2004-08-17 12:00:00,"1,8",0.216466049382716,2
2004-08-17 12:00:00,"1,89",0.5037698412698413,2
2004-08-17 12:00:00,"2,8",0.2411507936507936,2
2004-08-17 12:00:00,"2,89",0.3943055555555556,2
2004-08-17 12:00:00,"8,89",0.3811805555555554,2
2004-08-17 18:00:00,"0,2",0.1187499999999999,2
2004-08-17 18:00:00,"0,8",0.1508333333333333,2
2004-08-17 18:00:00,"1,17",0.1427777777777777,2
2004-08-17 18:00:00,"2,8",0.0611111111111111,2
2004-08-18 00:00:00,"0,2",0.3329629629629629,2
2004-08-18 06:00:00,"0,1",0.0105555555555555,2
2004-08-18 06:00:00,"0,2",0.2908159722222221,2
2004-08-18 06:00:00,"0,8",0.0444444444444444,2
2004-08-18 06:00:00,"0,89",0.2145277777777777,2
2004-08-18 06:00:00,"1,2",0.0,2
2004-08-18 06:00:00,"1,89",3.2794444444444446,2
2004-08-18 06:00:00,"2,8",0.0,2
2004-08-18 06:00:00,"2,89",0.0,2
2004-08-18 06:00:00,"8,17",0.0,2
2004-08-18 06:00:00,"8,89",1.208888888888889,2
2004-08-18 12:00:00,"0,1",0.2194949494949494,2
2004-08-18 12:00:00,"0,2",0.2036752136752136,2
2004-08-18 12:00:00,"0,8",0.2384629629629628,4
2004-08-18 12:00:00,"0,89",0.1356527777777777,2
2004-08-18 12:00:00,"1,2",0.3584595959595959,2
2004-08-18 12:00:00,"1,8",0.3331349206349206,2
2004-08-18 12:00:00,"1,89",0.2954761904761904,2
2004-08-18 12:00:00,"2,8",0.232550505050505,2
2004-08-18 12:00:00,"2,89",0.1225396825396825,2
2004-08-18 12:00:00,"8,89",0.1495555555555555,2
2004-08-18 18:00:00,"0,8",0.0441666666666666,2
2004-08-18 18:00:00,"0,89",0.0,2
2004-08-18 18:00:00,"1,89",0.0,2
2004-08-18 18:00:00,"8,89",0.0,2
2004-08-19 06:00:00,"0,1",0.300625,2
2004-08-19 06:00:00,"0,59",1.2244444444444444,2
2004-08-19 06:00:00,"0,8",0.3268518518518518,2
2004-08-19 06:00:00,"1,17",0.0,2
2004-08-19 06:00:00,"1,59",0.3916666666666666,2
2004-08-19 06:00:00,"1,8",0.2816666666666666,2
2004-08-19 06:00:00,"8,59",0.1599999999999999,2
2004-08-19 12:00:00,"0,1",0.3275694444444443,2
2004-08-19 12:00:00,"0,17",0.0258333333333333,2
2004-08-19 12:00:00,"0,18",0.0313888888888888,2
2004-08-19 12:00:00,"0,2",0.0236111111111111,2
2004-08-19 12:00:00,"0,59",0.1445138888888888,2
2004-08-19 12:00:00,"0,8",0.2093055555555555,4
2004-08-19 12:00:00,"1,18",0.0,2
2004-08-19 12:00:00,"1,2",0.0,2
2004-08-19 12:00:00,"1,59",1.4741666666666666,2
2004-08-19 12:00:00,"1,8",0.2659722222222221,2
2004-08-19 12:00:00,"10,18",0.0,2
2004-08-19 12:00:00,"17,18",0.74,2
2004-08-19 12:00:00,"2,18",0.0,2
2004-08-19 12:00:00,"2,8",0.310648148148148,2
2004-08-19 12:00:00,"8,10",0.1064215686274509,2
2004-08-19 12:00:00,"8,17",0.0,2
2004-08-19 12:00:00,"8,18",0.1899999999999999,2
2004-08-19 12:00:00,"8,59",0.0,2
