time_window,id_pair
2004-08-28 18:00:00,"1,60"
2004-08-29 06:00:00,"1,61"
2004-08-29 12:00:00,"1,62"
2004-08-29 18:00:00,"1,66"
2004-08-30 00:00:00,"1,68"
2004-08-30 06:00:00,"1,69"
2004-08-30 12:00:00,"1,71"
2004-08-30 18:00:00,"1,72"
2004-08-31 00:00:00,"1,75"
2004-08-31 06:00:00,"1,76"
2004-08-31 12:00:00,"1,79"
2004-08-31 18:00:00,"1,80"
2004-09-01 00:00:00,"1,81"
2004-09-01 06:00:00,"1,82"
2004-09-01 12:00:00,"1,83"
2004-09-01 18:00:00,"1,85"
2004-09-02 00:00:00,"1,86"
2004-09-02 06:00:00,"1,87"
2004-09-02 12:00:00,"1,88"
2004-09-02 18:00:00,"1,89"
2004-09-03 00:00:00,"2,4"
2004-09-03 06:00:00,"2,5"
2004-09-03 12:00:00,"2,6"
2004-09-03 18:00:00,"2,7"
2004-09-04 00:00:00,"2,8"
2004-09-04 18:00:00,"2,9"
2004-09-05 06:00:00,"2,10"
2004-09-05 12:00:00,"2,11"
2004-09-06 00:00:00,"2,12"
2004-09-06 12:00:00,"2,13"
2004-09-07 00:00:00,"2,15"
2004-09-07 06:00:00,"2,16"
2004-09-07 12:00:00,"2,17"
2004-09-07 18:00:00,"2,18"
2004-09-08 00:00:00,"2,19"
2004-09-08 06:00:00,"2,20"
2004-09-08 12:00:00,"2,21"
2004-09-08 18:00:00,"2,23"
2004-09-09 00:00:00,"2,24"
2004-09-09 06:00:00,"2,25"
2004-09-09 12:00:00,"2,27"
2004-09-09 18:00:00,"2,28"
2004-09-10 00:00:00,"2,29"
2004-09-10 06:00:00,"2,30"
2004-09-10 12:00:00,"2,32"
2004-09-10 18:00:00,"2,35"
2004-09-11 00:00:00,"2,40"
2004-09-11 06:00:00,"2,42"
2004-09-11 12:00:00,"2,43"
2004-09-11 18:00:00,"2,44"
2004-09-12 00:00:00,"2,45"
2004-09-12 06:00:00,"2,46"
2004-09-12 12:00:00,"2,53"
2004-09-12 18:00:00,"2,54"
2004-09-13 00:00:00,"2,55"
2004-09-13 06:00:00,"2,56"
2004-09-13 12:00:00,"2,58"
2004-09-13 18:00:00,"2,59"
2004-09-14 00:00:00,"2,60"
2004-09-14 06:00:00,"2,61"
2004-09-14 12:00:00,"2,62"
2004-09-14 18:00:00,"2,66"
2004-09-15 00:00:00,"2,68"
2004-09-15 06:00:00,"2,69"
2004-09-15 12:00:00,"2,70"
2004-09-15 18:00:00,"2,71"
2004-09-16 00:00:00,"2,72"
2004-09-16 06:00:00,"2,75"
2004-09-16 12:00:00,"2,76"
2004-09-16 18:00:00,"2,79"
2004-09-17 00:00:00,"2,80"
2004-09-17 06:00:00,"2,81"
2004-09-17 12:00:00,"2,82"
2004-09-17 18:00:00,"2,83"
2004-09-18 00:00:00,"2,85"
2004-09-18 06:00:00,"2,86"
2004-09-18 12:00:00,"2,87"
2004-09-18 18:00:00,"2,88"
2004-09-19 00:00:00,"2,89"
2004-09-19 06:00:00,"3,6"
2004-09-19 12:00:00,"3,8"
2004-09-19 18:00:00,"3,12"
2004-09-20 00:00:00,"3,14"
2004-09-20 06:00:00,"3,16"
2004-09-20 12:00:00,"3,19"
2004-09-20 18:00:00,"3,20"
2004-09-21 00:00:00,"3,21"
2004-09-21 06:00:00,"3,22"
2004-09-21 12:00:00,"9,10"
2004-09-21 18:00:00,"9,11"
2004-09-22 00:00:00,"9,12"
2004-09-22 06:00:00,"9,13"
2004-09-22 12:00:00,"9,15"
2004-09-22 18:00:00,"9,16"
2004-09-23 00:00:00,"9,17"
2004-09-23 06:00:00,"9,18"
2004-09-23 12:00:00,"9,19"
2004-09-23 18:00:00,"9,20"
2004-09-24 00:00:00,"9,21"
2004-09-24 06:00:00,"9,24"
2004-09-24 12:00:00,"9,25"
2004-09-24 18:00:00,"9,27"
2004-09-25 00:00:00,"9,28"
2004-09-25 06:00:00,"9,29"
2004-09-25 12:00:00,"9,30"
2004-09-25 18:00:00,"9,32"
2004-09-26 00:00:00,"9,35"
2004-09-26 06:00:00,"9,40"
2004-09-26 12:00:00,"9,42"
2004-09-26 18:00:00,"9,43"
2004-09-27 00:00:00,"9,44"
2004-09-27 06:00:00,"9,45"
2004-09-27 12:00:00,"9,46"
2004-09-27 18:00:00,"9,53"
2004-09-28 00:00:00,"9,54"
2004-09-28 06:00:00,"9,55"
2004-09-28 12:00:00,"9,56"
2004-09-28 18:00:00,"9,58"
2004-09-29 00:00:00,"9,59"
2004-09-29 06:00:00,"9,60"
2004-09-29 12:00:00,"9,61"
2004-09-29 18:00:00,"9,62"
2004-09-30 00:00:00,"9,66"
2004-09-30 06:00:00,"9,68"
2004-09-30 12:00:00,"9,69"
2004-09-30 18:00:00,"9,71"
2004-10-01 00:00:00,"9,72"
2004-10-01 06:00:00,"9,75"
2004-10-01 12:00:00,"9,76"
2004-10-01 18:00:00,"9,79"
2004-10-02 00:00:00,"9,80"
2004-10-02 06:00:00,"9,81"
2004-10-02 12:00:00,"9,82"
2004-10-02 18:00:00,"9,85"
2004-10-03 00:00:00,"9,86"
2004-10-03 06:00:00,"9,87"
2004-10-03 12:00:00,"9,88"
2004-10-03 18:00:00,"10,11"
2004-10-04 00:00:00,"10,12"
2004-10-04 06:00:00,"10,13"
2004-10-04 12:00:00,"10,15"
2004-10-04 18:00:00,"10,16"
2004-10-05 00:00:00,"10,17"
2004-10-05 06:00:00,"10,18"
2004-10-05 12:00:00,"10,19"
2004-10-05 18:00:00,"10,20"
2004-10-06 00:00:00,"10,21"
2004-10-06 06:00:00,"10,24"
2004-10-06 12:00:00,"10,25"
2004-10-06 18:00:00,"10,27"
2004-10-07 00:00:00,"10,28"
2004-10-07 06:00:00,"10,29"
2004-10-07 12:00:00,"10,30"
2004-10-07 18:00:00,"10,32"
2004-10-08 00:00:00,"10,35"
2004-10-08 06:00:00,"10,40"
2004-10-08 12:00:00,"10,42"
2004-10-08 18:00:00,"10,43"
2004-10-09 00:00:00,"10,44"
2004-10-09 06:00:00,"10,45"
2004-10-09 12:00:00,"10,46"
2004-10-09 18:00:00,"10,53"
2004-10-10 00:00:00,"10,54"
2004-10-10 06:00:00,"10,55"
2004-10-10 12:00:00,"10,56"
2004-10-10 18:00:00,"10,58"
2004-10-11 00:00:00,"10,59"
2004-10-11 06:00:00,"10,60"
2004-10-11 12:00:00,"10,61"
2004-10-11 18:00:00,"10,62"
2004-10-12 00:00:00,"10,66"
2004-10-12 06:00:00,"10,68"
2004-10-12 12:00:00,"10,69"
2004-10-12 18:00:00,"10,71"
2004-10-13 00:00:00,"10,72"
2004-10-13 06:00:00,"10,75"
2004-10-13 12:00:00,"10,76"
2004-10-13 18:00:00,"10,79"
2004-10-14 00:00:00,"10,80"
2004-10-14 06:00:00,"10,81"
2004-10-14 12:00:00,"10,82"
2004-10-14 18:00:00,"10,83"
2004-10-15 00:00:00,"10,85"
2004-10-15 06:00:00,"10,86"
2004-10-15 12:00:00,"10,87"
2004-10-15 18:00:00,"10,88"
2004-10-16 00:00:00,"10,89"
2004-10-16 06:00:00,"11,12"
2004-10-16 12:00:00,"11,13"
2004-10-16 18:00:00,"11,14"
2004-10-17 00:00:00,"11,15"
2004-10-17 06:00:00,"11,16"
2004-10-17 12:00:00,"11,17"
2004-10-17 18:00:00,"11,18"
2004-10-18 00:00:00,"11,19"
2004-10-18 06:00:00,"11,20"
2004-10-18 12:00:00,"11,21"
2004-10-18 18:00:00,"11,23"
2004-10-19 00:00:00,"11,24"
2004-10-19 06:00:00,"11,25"
2004-10-19 12:00:00,"11,27"
2004-10-19 18:00:00,"11,28"
2004-10-20 00:00:00,"11,29"
2004-10-20 06:00:00,"11,30"
2004-10-20 12:00:00,"11,32"
2004-10-20 18:00:00,"11,35"
2004-10-21 00:00:00,"11,40"
2004-10-21 06:00:00,"11,42"
2004-10-21 12:00:00,"11,43"
2004-10-21 18:00:00,"11,44"
2004-10-22 00:00:00,"11,45"
2004-10-22 06:00:00,"11,46"
2004-10-22 12:00:00,"11,53"
2004-10-22 18:00:00,"11,54"
2004-10-23 00:00:00,"11,55"
2004-10-23 06:00:00,"11,56"
2004-10-23 12:00:00,"11,58"
2004-10-23 18:00:00,"11,59"
2004-10-24 00:00:00,"11,60"
2004-10-24 06:00:00,"11,61"
2004-10-24 12:00:00,"11,62"
2004-10-24 18:00:00,"11,66"
2004-10-25 00:00:00,"11,68"
2004-10-25 06:00:00,"11,69"
2004-10-25 12:00:00,"11,70"
2004-10-25 18:00:00,"11,71"
2004-10-26 00:00:00,"11,72"
2004-10-26 06:00:00,"11,75"
2004-10-26 12:00:00,"11,76"
2004-10-26 18:00:00,"11,79"
2004-10-27 00:00:00,"11,80"
2004-10-27 06:00:00,"11,81"
2004-10-27 12:00:00,"11,82"
2004-10-27 18:00:00,"11,83"
2004-10-28 00:00:00,"11,85"
2004-10-28 06:00:00,"11,86"
2004-10-28 12:00:00,"11,87"
2004-10-28 18:00:00,"11,88"
2004-10-29 00:00:00,"11,89"
2004-10-29 06:00:00,"12,13"
2004-10-29 12:00:00,"12,14"
2004-10-29 18:00:00,"12,15"
2004-10-30 00:00:00,"12,16"
2004-10-30 06:00:00,"12,17"
2004-10-30 12:00:00,"12,18"
2004-10-30 18:00:00,"12,19"
2004-10-31 00:00:00,"12,20"
2004-10-31 06:00:00,"12,21"
2004-10-31 12:00:00,"12,23"
2004-10-31 18:00:00,"12,24"
2004-11-01 00:00:00,"12,25"
2004-11-01 06:00:00,"12,27"
2004-11-01 12:00:00,"12,28"
2004-11-01 18:00:00,"12,29"
2004-11-02 00:00:00,"12,30"
2004-11-02 06:00:00,"12,32"
2004-11-02 12:00:00,"12,35"
2004-11-02 18:00:00,"12,40"
2004-11-03 00:00:00,"12,42"
2004-11-03 06:00:00,"12,43"
2004-11-03 12:00:00,"12,44"
2004-11-03 18:00:00,"12,45"
2004-11-04 00:00:00,"12,46"
2004-11-04 06:00:00,"12,53"
2004-11-04 12:00:00,"12,54"
2004-11-04 18:00:00,"12,55"
2004-11-05 00:00:00,"12,56"
2004-11-05 06:00:00,"12,58"
2004-11-05 12:00:00,"12,59"
2004-11-05 18:00:00,"12,60"
2004-11-06 00:00:00,"12,61"
2004-11-06 06:00:00,"12,62"
2004-11-06 12:00:00,"12,66"
2004-11-06 18:00:00,"12,68"
2004-11-07 00:00:00,"12,69"
2004-11-07 06:00:00,"12,70"
2004-11-07 12:00:00,"12,71"
2004-11-07 18:00:00,"12,72"
2004-11-08 00:00:00,"12,75"
2004-11-08 06:00:00,"12,76"
2004-11-08 12:00:00,"12,79"
2004-11-08 18:00:00,"12,80"
2004-11-09 00:00:00,"12,81"
2004-11-09 06:00:00,"12,82"
2004-11-09 12:00:00,"12,83"
2004-11-09 18:00:00,"12,85"
2004-11-10 00:00:00,"12,86"
2004-11-10 06:00:00,"12,87"
2004-11-10 12:00:00,"12,88"
2004-11-10 18:00:00,"12,89"
2004-11-11 00:00:00,"13,15"
2004-11-11 06:00:00,"13,16"
2004-11-11 12:00:00,"13,17"
2004-11-11 18:00:00,"13,18"
2004-11-12 00:00:00,"13,19"
2004-11-12 06:00:00,"13,20"
2004-11-12 12:00:00,"13,21"
2004-11-12 18:00:00,"13,22"
2004-11-13 00:00:00,"13,23"
2004-11-13 06:00:00,"13,24"
2004-11-13 12:00:00,"13,25"
2004-11-13 18:00:00,"13,27"
2004-11-14 00:00:00,"13,28"
2004-11-14 06:00:00,"13,29"
2004-11-14 12:00:00,"13,30"
2004-11-14 18:00:00,"13,32"
2004-11-15 00:00:00,"13,35"
2004-11-15 06:00:00,"13,40"
2004-11-15 12:00:00,"13,42"
2004-11-15 18:00:00,"13,43"
2004-11-16 00:00:00,"13,44"
2004-11-16 06:00:00,"13,45"
2004-11-16 12:00:00,"13,46"
2004-11-16 18:00:00,"13,53"
2004-11-17 00:00:00,"13,54"
2004-11-17 06:00:00,"13,55"
2004-11-17 12:00:00,"13,56"
2004-11-17 18:00:00,"13,58"
2004-11-18 00:00:00,"13,59"
2004-11-18 06:00:00,"13,60"
2004-11-18 12:00:00,"13,61"
2004-11-18 18:00:00,"13,62"
2004-11-19 00:00:00,"13,66"
2004-11-19 06:00:00,"13,68"
2004-11-19 12:00:00,"13,69"
2004-11-19 18:00:00,"13,70"
2004-11-20 00:00:00,"13,71"
2004-11-20 06:00:00,"13,72"
2004-11-20 12:00:00,"13,75"
2004-11-20 18:00:00,"13,76"
2004-11-21 00:00:00,"13,78"
2004-11-21 06:00:00,"13,79"
2004-11-21 12:00:00,"13,80"
2004-11-21 18:00:00,"13,81"
2004-11-22 00:00:00,"13,82"
2004-11-22 06:00:00,"13,83"
2004-11-22 12:00:00,"13,85"
2004-11-22 18:00:00,"13,86"
2004-11-23 00:00:00,"13,87"
2004-11-23 06:00:00,"13,88"
2004-11-23 12:00:00,"13,89"
2004-11-23 18:00:00,"14,15"
2004-11-24 00:00:00,"14,16"
2004-11-24 06:00:00,"14,18"
2004-11-24 12:00:00,"14,19"
2004-11-24 18:00:00,"14,20"
2004-11-25 00:00:00,"14,25"
2004-11-25 06:00:00,"14,26"
2004-11-25 12:00:00,"14,28"
2004-11-25 18:00:00,"14,31"
2004-11-26 00:00:00,"14,33"
2004-11-26 06:00:00,"14,36"
2004-11-26 12:00:00,"14,38"
2004-11-26 18:00:00,"14,39"
2004-11-27 00:00:00,"14,41"
2004-11-27 06:00:00,"14,42"
2004-11-27 12:00:00,"14,47"
2004-11-27 18:00:00,"14,48"
2004-11-28 00:00:00,"14,49"
2004-11-28 06:00:00,"14,50"
2004-11-28 12:00:00,"14,52"
2004-11-28 18:00:00,"14,55"
2004-11-29 00:00:00,"14,59"
2004-11-29 06:00:00,"14,63"
2004-11-29 12:00:00,"14,64"
2004-11-29 18:00:00,"14,67"
2004-11-30 00:00:00,"14,71"
2004-11-30 06:00:00,"14,73"
2004-11-30 12:00:00,"14,74"
2004-11-30 18:00:00,"14,78"
2004-12-01 00:00:00,"14,83"
2004-12-01 06:00:00,"14,84"
2004-12-01 12:00:00,"15,16"
2004-12-01 18:00:00,"15,17"
2004-12-02 00:00:00,"15,18"
2004-12-02 06:00:00,"15,19"
2004-12-02 12:00:00,"15,20"
2004-12-02 18:00:00,"15,21"
2004-12-03 00:00:00,"15,23"
2004-12-03 06:00:00,"15,24"
2004-12-03 12:00:00,"15,25"
2004-12-03 18:00:00,"15,27"
2004-12-04 00:00:00,"15,28"
2004-12-04 06:00:00,"15,29"
2004-12-04 12:00:00,"15,30"
2004-12-04 18:00:00,"15,32"
2004-12-05 00:00:00,"15,35"
2004-12-05 06:00:00,"15,40"
2004-12-05 12:00:00,"15,42"
2004-12-05 18:00:00,"15,43"
2004-12-06 00:00:00,"15,44"
2004-12-06 06:00:00,"15,45"
2004-12-06 12:00:00,"15,46"
2004-12-06 18:00:00,"15,53"
2004-12-07 00:00:00,"15,54"
2004-12-07 06:00:00,"15,55"
2004-12-07 12:00:00,"15,56"
2004-12-07 18:00:00,"15,58"
2004-12-08 00:00:00,"15,59"
2004-12-08 06:00:00,"15,60"
2004-12-08 12:00:00,"15,61"
2004-12-08 18:00:00,"15,62"
2004-12-09 00:00:00,"15,66"
2004-12-09 06:00:00,"15,68"
2004-12-09 12:00:00,"15,69"
2004-12-09 18:00:00,"15,70"
2004-12-10 00:00:00,"15,71"
2004-12-10 06:00:00,"15,72"
2004-12-10 12:00:00,"15,75"
2004-12-10 18:00:00,"15,76"
2004-12-11 00:00:00,"15,78"
2004-12-11 06:00:00,"15,79"
2004-12-11 12:00:00,"15,80"
2004-12-11 18:00:00,"15,81"
2004-12-12 00:00:00,"15,82"
2004-12-12 06:00:00,"15,83"
2004-12-12 12:00:00,"15,85"
2004-12-12 18:00:00,"15,86"
2004-12-13 00:00:00,"15,87"
2004-12-13 06:00:00,"15,88"
2004-12-13 12:00:00,"15,89"
2004-12-13 18:00:00,"16,17"
2004-12-14 00:00:00,"16,18"
2004-12-14 06:00:00,"16,19"
2004-12-14 12:00:00,"16,20"
2004-12-14 18:00:00,"16,21"
2004-12-15 00:00:00,"16,22"
2004-12-15 06:00:00,"16,23"
2004-12-15 12:00:00,"16,24"
2004-12-15 18:00:00,"16,25"
2004-12-16 00:00:00,"16,27"
2004-12-16 06:00:00,"16,28"
2004-12-16 12:00:00,"16,29"
2004-12-16 18:00:00,"16,30"
2004-12-17 00:00:00,"16,31"
2004-12-17 06:00:00,"16,32"
2004-12-17 12:00:00,"16,33"
2004-12-17 18:00:00,"16,35"
2004-12-18 00:00:00,"16,36"
2004-12-18 06:00:00,"16,38"
2004-12-18 12:00:00,"16,39"
2004-12-18 18:00:00,"16,40"
2004-12-19 00:00:00,"16,42"
2004-12-19 06:00:00,"16,43"
2004-12-19 12:00:00,"16,44"
2004-12-19 18:00:00,"16,45"
2004-12-20 00:00:00,"16,46"
2004-12-20 06:00:00,"16,47"
2004-12-20 12:00:00,"16,48"
2004-12-20 18:00:00,"16,49"
2004-12-21 00:00:00,"16,50"
2004-12-21 06:00:00,"16,52"
2004-12-21 12:00:00,"16,53"
2004-12-21 18:00:00,"16,54"
2004-12-22 00:00:00,"16,55"
2004-12-22 06:00:00,"16,56"
2004-12-22 12:00:00,"16,58"
2004-12-22 18:00:00,"16,59"
2004-12-23 00:00:00,"16,60"
2004-12-23 06:00:00,"16,61"
2004-12-23 12:00:00,"16,62"
2004-12-23 18:00:00,"16,63"
2004-12-24 00:00:00,"16,64"
2004-12-24 06:00:00,"16,66"
2004-12-24 12:00:00,"16,68"
2004-12-24 18:00:00,"16,69"
2004-12-25 00:00:00,"16,70"
2004-12-25 06:00:00,"16,71"
2004-12-25 12:00:00,"16,72"
2004-12-25 18:00:00,"16,73"
2004-12-26 00:00:00,"16,74"
2004-12-26 06:00:00,"16,75"
2004-12-26 12:00:00,"16,76"
2004-12-26 18:00:00,"16,78"
2004-12-27 00:00:00,"16,79"
2004-12-27 06:00:00,"16,80"
2004-12-27 12:00:00,"16,81"
2004-12-27 18:00:00,"16,82"
2004-12-28 00:00:00,"16,83"
2004-12-28 06:00:00,"16,84"
2004-12-28 12:00:00,"16,85"
2004-12-28 18:00:00,"16,86"
2004-12-29 00:00:00,"16,87"
2004-12-29 06:00:00,"16,88"
2004-12-29 12:00:00,"16,89"
2004-12-29 18:00:00,"17,18"
2004-12-30 00:00:00,"17,19"
2004-12-30 06:00:00,"17,20"
2004-12-30 12:00:00,"17,21"
2004-12-30 18:00:00,"17,23"
2004-12-31 00:00:00,"17,24"
2004-12-31 06:00:00,"17,25"
2004-12-31 12:00:00,"17,27"
2004-12-31 18:00:00,"17,28"
2005-01-01 00:00:00,"17,29"
2005-01-01 06:00:00,"17,30"
2005-01-01 12:00:00,"17,32"
2005-01-01 18:00:00,"17,35"
2005-01-02 06:00:00,"17,40"
2005-01-02 12:00:00,"17,42"
2005-01-02 18:00:00,"17,43"
2005-01-03 00:00:00,"17,44"
2005-01-03 06:00:00,"17,45"
2005-01-03 12:00:00,"17,46"
2005-01-03 18:00:00,"17,53"
2005-01-04 00:00:00,"17,54"
2005-01-04 06:00:00,"17,55"
2005-01-04 12:00:00,"17,56"
2005-01-04 18:00:00,"17,58"
2005-01-05 00:00:00,"17,59"
2005-01-05 06:00:00,"17,60"
2005-01-05 12:00:00,"17,61"
2005-01-05 18:00:00,"17,62"
2005-01-06 00:00:00,"17,66"
2005-01-06 06:00:00,"17,68"
2005-01-06 12:00:00,"17,69"
2005-01-06 18:00:00,"17,70"
2005-01-07 00:00:00,"17,71"
2005-01-07 06:00:00,"17,72"
2005-01-07 12:00:00,"17,75"
2005-01-07 18:00:00,"17,76"
2005-01-08 00:00:00,"17,78"
2005-01-08 06:00:00,"17,79"
2005-01-08 12:00:00,"17,80"
2005-01-08 18:00:00,"17,81"
2005-01-09 00:00:00,"17,82"
2005-01-09 06:00:00,"17,83"
2005-01-09 12:00:00,"17,85"
2005-01-09 18:00:00,"17,86"
2005-01-10 00:00:00,"17,87"
2005-01-10 06:00:00,"17,88"
2005-01-10 12:00:00,"17,89"
2005-01-10 18:00:00,"18,19"
2005-01-11 00:00:00,"18,20"
2005-01-11 06:00:00,"18,21"
2005-01-11 12:00:00,"18,23"
2005-01-11 18:00:00,"18,24"
2005-01-12 00:00:00,"18,25"
2005-01-12 06:00:00,"18,27"
2005-01-12 12:00:00,"18,28"
2005-01-12 18:00:00,"18,29"
2005-01-13 00:00:00,"18,30"
2005-01-13 06:00:00,"18,32"
2005-01-13 12:00:00,"18,35"
2005-01-13 18:00:00,"18,40"
2005-01-14 00:00:00,"18,42"
2005-01-14 06:00:00,"18,43"
2005-01-14 12:00:00,"18,44"
2005-01-14 18:00:00,"18,45"
2005-01-15 00:00:00,"18,46"
2005-01-15 06:00:00,"18,53"
2005-01-15 12:00:00,"18,54"
2005-01-15 18:00:00,"18,55"
2005-01-16 00:00:00,"18,56"
2005-01-16 06:00:00,"18,58"
2005-01-16 12:00:00,"18,59"
2005-01-16 18:00:00,"18,60"
2005-01-17 00:00:00,"18,61"
2005-01-17 06:00:00,"18,62"
2005-01-17 12:00:00,"18,66"
2005-01-17 18:00:00,"18,68"
2005-01-18 00:00:00,"18,69"
2005-01-18 06:00:00,"18,70"
2005-01-18 12:00:00,"18,71"
2005-01-18 18:00:00,"18,72"
2005-01-19 00:00:00,"18,75"
2005-01-19 06:00:00,"18,76"
2005-01-19 12:00:00,"18,78"
2005-01-19 18:00:00,"18,79"
2005-01-20 00:00:00,"18,80"
2005-01-20 06:00:00,"18,81"
2005-01-20 12:00:00,"18,82"
2005-01-20 18:00:00,"18,83"
2005-01-21 00:00:00,"18,85"
2005-01-21 06:00:00,"18,86"
2005-01-21 12:00:00,"18,87"
2005-01-21 18:00:00,"18,88"
2005-01-22 00:00:00,"18,89"
2005-01-22 06:00:00,"19,20"
2005-01-22 12:00:00,"19,21"
2005-01-22 18:00:00,"19,22"
2005-01-23 00:00:00,"19,23"
2005-01-23 06:00:00,"19,24"
2005-01-23 12:00:00,"19,25"
2005-01-23 18:00:00,"19,27"
2005-01-24 00:00:00,"19,28"
2005-01-24 06:00:00,"19,29"
2005-01-24 12:00:00,"19,30"
2005-01-24 18:00:00,"19,32"
2005-01-25 00:00:00,"19,35"
2005-01-25 06:00:00,"19,40"
2005-01-25 12:00:00,"19,42"
2005-01-25 18:00:00,"19,43"
2005-01-26 00:00:00,"19,44"
2005-01-26 06:00:00,"19,45"
2005-01-26 12:00:00,"19,46"
2005-01-26 18:00:00,"19,53"
2005-01-27 00:00:00,"19,54"
2005-01-27 06:00:00,"19,55"
2005-01-27 12:00:00,"19,56"
2005-01-27 18:00:00,"19,58"
2005-01-28 00:00:00,"19,59"
2005-01-28 06:00:00,"19,60"
2005-01-28 12:00:00,"19,61"
2005-01-28 18:00:00,"19,62"
2005-01-29 00:00:00,"19,66"
2005-01-29 06:00:00,"19,68"
2005-01-29 12:00:00,"19,69"
2005-01-29 18:00:00,"19,70"
2005-01-30 00:00:00,"19,71"
2005-01-30 06:00:00,"19,72"
2005-01-30 12:00:00,"19,75"
2005-01-30 18:00:00,"19,76"
2005-01-31 00:00:00,"19,79"
2005-01-31 06:00:00,"19,80"
2005-01-31 12:00:00,"19,81"
2005-01-31 18:00:00,"19,82"
2005-02-01 00:00:00,"19,83"
2005-02-01 06:00:00,"19,85"
2005-02-01 12:00:00,"19,86"
2005-02-01 18:00:00,"19,87"
2005-02-02 00:00:00,"19,88"
2005-02-02 06:00:00,"19,89"
2005-02-02 12:00:00,"20,21"
2005-02-02 18:00:00,"20,23"
2005-02-03 00:00:00,"20,24"
2005-02-03 06:00:00,"20,25"
2005-02-03 12:00:00,"20,27"
2005-02-03 18:00:00,"20,28"
2005-02-04 00:00:00,"20,29"
2005-02-04 06:00:00,"20,30"
2005-02-04 12:00:00,"20,32"
2005-02-04 18:00:00,"20,35"
